age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
61,Night Owl,Heavy,Cold,Asian,Sweet
52,Early Bird,Light,Temperate,Asian,Sweet
40,,Moderate,Tropical,Asian,Sweet
26,Night Owl,Light,Cold,Mixed,Sweet
19,Night Owl,Light,Tropical,Asian,Spicy
58,Night Owl,Moderate,Temperate,Asian,Sweet
61,Irregular,Moderate,Cold,Mediterranean,Salty
48,Early Bird,,Dry,,Sweet
61,Irregular,Heavy,Dry,Mediterranean,Salty
64,Irregular,Light,Cold,Mixed,Sour
19,Early Bird,Heavy,Dry,,Sweet
49,Irregular,Moderate,Cold,Asian,Sour
,Irregular,Moderate,Dry,Mediterranean,Salty
30,Night Owl,,Temperate,Mediterranean,Sweet
63,Irregular,Light,Dry,Asian,Sweet
22,Night Owl,Moderate,Dry,Mixed,Sweet
59,Irregular,Heavy,Temperate,Mediterranean,Salty
61,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Dry,Mediterranean,Sweet
60,Night Owl,Heavy,Tropical,Mixed,Sweet
42,Early Bird,Heavy,Tropical,Mediterranean,Sour
51,Irregular,Light,Cold,Asian,Sweet
54,Irregular,Moderate,Dry,Mediterranean,Salty
47,Irregular,Moderate,Cold,Mixed,Salty
24,Early Bird,Moderate,Temperate,Asian,Sweet
23,Night Owl,Heavy,Dry,Asian,Sweet
20,Irregular,Heavy,Temperate,Asian,Sweet
30,,Light,Dry,Asian,Sweet
20,Early Bird,Heavy,Dry,Mixed,Sour
43,Irregular,Heavy,Temperate,Asian,Sour
41,Night Owl,Moderate,Dry,,Sour
23,Early Bird,Heavy,Dry,Mixed,Sour
60,Irregular,Heavy,Cold,Mediterranean,Salty
66,Night Owl,Heavy,Temperate,Mediterranean,Sour
59,Early Bird,Light,Tropical,Asian,Sweet
29,Early Bird,Heavy,Tropical,Asian,Sweet
66,Irregular,Light,Dry,Mixed,Sour
53,Irregular,Moderate,Cold,Mediterranean,Salty
19,Night Owl,Heavy,Dry,Asian,Sweet
28,Irregular,Light,Cold,Asian,Sweet
56,Irregular,Moderate,Dry,Mixed,Salty
51,Night Owl,Heavy,Tropical,Mediterranean,Sweet
43,Irregular,Light,Temperate,Asian,Sweet
35,Night Owl,Light,Cold,,Sweet
38,Night Owl,Moderate,Dry,Asian,Sweet
53,Night Owl,,Dry,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
69,Night Owl,,Cold,Asian,Sweet
,Irregular,Light,Tropical,Mediterranean,Sweet
61,Night Owl,Heavy,Cold,Mixed,Sour
39,Irregular,Light,Dry,Mixed,Sour
47,Night Owl,Light,Tropical,Mixed,Sweet
67,Early Bird,Moderate,Tropical,,Sweet
60,Early Bird,Light,Temperate,Mixed,Sour
47,Early Bird,Moderate,Temperate,Mediterranean,Salty
25,Night Owl,Moderate,,Asian,Sweet
51,Irregular,Heavy,Cold,Mediterranean,Salty
64,Night Owl,Moderate,Tropical,Asian,Sweet
26,Night Owl,Heavy,Cold,Asian,Sweet
68,Night Owl,Moderate,Tropical,,Sweet
,Night Owl,Light,Dry,Mediterranean,Sweet
57,Irregular,Heavy,Cold,Mixed,Salty
42,Night Owl,Light,Tropical,Asian,Spicy
36,Early Bird,Heavy,,Mediterranean,Salty
22,Early Bird,Light,Temperate,,Sweet
28,Early Bird,Moderate,Dry,Asian,Sweet
,Night Owl,Heavy,Cold,Mixed,Sour
25,Irregular,,Tropical,Asian,Sweet
36,Irregular,Heavy,Temperate,Mediterranean,Salty
40,Irregular,Moderate,Tropical,Mediterranean,Sour
44,Night Owl,Light,Cold,Mediterranean,Sweet
57,Irregular,Moderate,Temperate,Asian,Sour
49,Early Bird,Moderate,Dry,Mediterranean,Salty
43,Irregular,Moderate,Dry,Mediterranean,Salty
44,Night Owl,Light,Cold,,Sweet
36,Night Owl,Moderate,Cold,Mixed,Sour
67,Irregular,Heavy,Tropical,Mediterranean,Sour
59,Night Owl,Moderate,,Mixed,Sour
46,Irregular,Light,Cold,Asian,Sweet
56,Irregular,Heavy,Cold,Mixed,Salty
58,,Light,Dry,Mixed,Sour
50,Night Owl,Moderate,Tropical,Mixed,Sweet
36,Early Bird,Light,Tropical,Mixed,Sweet
54,Night Owl,Heavy,Dry,Asian,Sweet
36,Irregular,Light,Dry,Mixed,Sour
50,Night Owl,Heavy,Dry,Mediterranean,Sour
64,Irregular,Heavy,Dry,Mixed,Salty
33,Night Owl,Moderate,Dry,Mixed,Sour
40,Early Bird,Moderate,Cold,Mediterranean,Salty
24,Early Bird,,Temperate,Asian,Sweet
,Irregular,Light,Dry,,Sour
,Early Bird,Heavy,Temperate,Mediterranean,Salty
29,Irregular,Moderate,Tropical,Mediterranean,Sweet
25,Irregular,Light,Cold,Mediterranean,Sweet
22,Irregular,Heavy,Temperate,Mixed,Sour
59,Night Owl,Moderate,Tropical,,Sweet
45,Irregular,Heavy,Tropical,Mixed,Sour
22,Early Bird,Heavy,Tropical,Mixed,Sweet
66,Night Owl,,Dry,Asian,Sweet
43,Early Bird,Light,Cold,Mixed,Sour
22,,,Tropical,Mixed,Sweet
39,Irregular,Moderate,Dry,Asian,Sour
32,Early Bird,Heavy,Temperate,Mediterranean,Salty
30,Night Owl,Heavy,Cold,Mixed,Sweet
45,Early Bird,Heavy,Temperate,,Salty
50,Irregular,Light,Temperate,Mediterranean,Sour
60,Night Owl,Moderate,Dry,Mixed,Sour
,Irregular,Heavy,Temperate,Mediterranean,Salty
50,Irregular,Moderate,Cold,Mediterranean,Salty
60,,Heavy,Temperate,Mediterranean,Salty
35,Irregular,Moderate,Dry,Mixed,Salty
67,Early Bird,Heavy,Tropical,Mediterranean,Sour
47,Night Owl,Light,Dry,Mixed,Sweet
43,Irregular,Heavy,Tropical,Asian,Sweet
33,Irregular,Heavy,,Mediterranean,Salty
30,Night Owl,Heavy,Tropical,Mixed,Sweet
56,Early Bird,Heavy,Dry,Mediterranean,Salty
50,Irregular,Heavy,,Mixed,Salty
43,Night Owl,Moderate,Cold,Mixed,Sour
65,Irregular,Moderate,Cold,Asian,Sour
18,Early Bird,Light,Tropical,Mediterranean,Sweet
66,Early Bird,Heavy,Tropical,Mixed,Sour
55,Early Bird,Moderate,Cold,Asian,Sour
19,Early Bird,Moderate,Temperate,Mixed,Sour
66,Night Owl,Heavy,Cold,Mixed,Sour
,Irregular,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Tropical,Mediterranean,Sweet
67,Early Bird,Light,Tropical,Asian,Sweet
55,Early Bird,Moderate,Dry,Mediterranean,Salty
59,Early Bird,Light,Dry,Mixed,Sour
41,Early Bird,Moderate,Temperate,Mixed,Salty
35,Irregular,Light,Temperate,Asian,Sweet
44,Early Bird,Heavy,Cold,Asian,Sour
58,Irregular,Light,Temperate,,Sweet
25,Early Bird,Moderate,Tropical,Mixed,Sweet
45,Irregular,Light,Tropical,Mediterranean,Sweet
27,Irregular,Moderate,Tropical,Asian,Sweet
34,Early Bird,Moderate,Dry,Mediterranean,Salty
,Night Owl,Light,Temperate,Asian,Sweet
23,Night Owl,Light,Temperate,Asian,Spicy
31,Night Owl,Moderate,Dry,Asian,Sweet
,Night Owl,Heavy,Dry,Asian,Sweet
23,Night Owl,Light,Dry,Mixed,Sweet
43,Early Bird,,Tropical,Mixed,Sour
56,Early Bird,Heavy,,Asian,Sour
,Early Bird,Moderate,Cold,Mixed,Sour
,Early Bird,Light,Cold,Mixed,Sour
31,Early Bird,Moderate,Temperate,Mixed,Salty
39,Early Bird,Moderate,Temperate,Mixed,Salty
68,Irregular,,Dry,Mediterranean,Salty
40,Irregular,Light,Dry,Mediterranean,Sour
65,Early Bird,Heavy,Tropical,Mixed,Sour
24,,Heavy,Dry,Mediterranean,Sour
57,Irregular,Heavy,Temperate,Asian,Sour
67,Irregular,Heavy,Tropical,Mediterranean,Sour
42,Early Bird,Light,Cold,Asian,Sweet
30,Irregular,Moderate,Temperate,Mediterranean,Sour
38,Night Owl,Heavy,Cold,Mediterranean,Sour
58,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Temperate,Asian,Spicy
,Irregular,Moderate,Tropical,Mixed,Sweet
32,Early Bird,Moderate,Tropical,Mediterranean,Sour
69,Early Bird,,Dry,,Sour
19,Early Bird,Heavy,Temperate,Mixed,Sour
42,Irregular,Moderate,Temperate,Asian,Sour
30,Irregular,Light,Tropical,Mixed,Sweet
,Night Owl,Moderate,Cold,Mixed,Sour
68,Irregular,Moderate,Dry,Asian,Sour
,Night Owl,Heavy,Temperate,Asian,Sweet
52,Night Owl,Light,Tropical,Mediterranean,Sweet
55,Early Bird,Light,Temperate,,Sour
20,Irregular,Light,Tropical,Mixed,Sweet
59,Early Bird,Heavy,Dry,Asian,Sour
23,Early Bird,Light,,Mediterranean,Sweet
65,Irregular,Light,Temperate,Mixed,Sour
66,,Heavy,Temperate,Mediterranean,Salty
36,Night Owl,Moderate,Dry,Mixed,Sour
20,,Light,Cold,Mediterranean,Sweet
35,Night Owl,Moderate,Temperate,Asian,Sweet
56,Night Owl,Light,Dry,,Sweet
26,Early Bird,Moderate,Temperate,Mixed,Sour
,Early Bird,Moderate,Temperate,Mediterranean,Salty
29,Irregular,Heavy,Dry,Mediterranean,Sour
22,,Heavy,Dry,Mediterranean,Sweet
20,Night Owl,,Tropical,Asian,Spicy
28,Night Owl,Light,Tropical,Mediterranean,Spicy
47,Early Bird,Heavy,Temperate,Mediterranean,Salty
,,Light,Dry,Asian,Sweet
22,Early Bird,Light,Cold,Mediterranean,Sweet
18,Irregular,Heavy,Cold,Asian,Sweet
44,Irregular,Moderate,Temperate,Asian,Sour
45,Early Bird,Light,Tropical,Mediterranean,Sweet
46,Early Bird,Heavy,Dry,Asian,Sour
35,Irregular,,Dry,Mediterranean,Sour
29,Early Bird,,Tropical,Asian,Spicy
30,Early Bird,Heavy,Dry,Mixed,Sour
58,Irregular,Heavy,Temperate,Mediterranean,Salty
,Irregular,Light,Dry,Mixed,Sweet
54,Night Owl,Light,Dry,Mixed,Sweet
62,Early Bird,Moderate,Tropical,,Sour
33,Irregular,Moderate,Tropical,Mixed,Sour
65,Early Bird,Heavy,Cold,Mediterranean,Salty
41,Early Bird,Light,Temperate,Asian,Sweet
,Irregular,Heavy,Tropical,Mediterranean,Sour
39,Night Owl,Heavy,Tropical,Mediterranean,Sweet
53,Irregular,Light,Tropical,,Sweet
28,Irregular,Moderate,Dry,Mixed,Sour
63,Early Bird,Heavy,Temperate,Asian,Sour
,Night Owl,Heavy,Temperate,Mixed,Sour
52,Irregular,Light,Dry,Mediterranean,Sour
65,Early Bird,Moderate,,Asian,Sour
32,Irregular,Moderate,Tropical,Asian,Sweet
48,Early Bird,Light,Cold,Mixed,Sour
59,Irregular,Heavy,Cold,Asian,Sour
58,Night Owl,Light,Temperate,Mediterranean,Sweet
60,Irregular,Light,Cold,Asian,Sweet
33,Early Bird,Moderate,Tropical,,Sweet
27,,Heavy,Dry,Mediterranean,Sour
66,Night Owl,Heavy,Temperate,Mixed,Sour
,Night Owl,Moderate,Temperate,Asian,Sweet
68,Night Owl,Heavy,Dry,Mixed,Sour
19,,Heavy,Cold,Asian,Sweet
,Early Bird,Light,Temperate,Mediterranean,Sour
40,Irregular,Light,Dry,Mixed,Sour
19,Night Owl,Light,Dry,Asian,Spicy
55,Irregular,Heavy,Cold,Mixed,Salty
48,Early Bird,Heavy,Cold,Asian,Sour
68,Irregular,Heavy,Tropical,Mediterranean,Sour
,Irregular,,Cold,Mediterranean,Salty
43,,Moderate,Cold,Asian,Sweet
46,Night Owl,Moderate,Dry,Asian,Sweet
20,Early Bird,Heavy,Temperate,Mixed,Sour
31,Irregular,Light,Dry,Asian,Sweet
42,Early Bird,Light,Tropical,Mixed,Sweet
65,Early Bird,Moderate,,Asian,Sour
18,Early Bird,Moderate,,Mediterranean,Sweet
20,Night Owl,Heavy,Cold,Mixed,Sweet
43,Night Owl,Heavy,Temperate,Mixed,Sour
35,Irregular,Heavy,Temperate,Mediterranean,Salty
26,Irregular,Heavy,Dry,Mixed,Sour
55,Irregular,Heavy,Temperate,Mediterranean,Salty
40,Night Owl,Light,Tropical,Mediterranean,Sweet
38,Night Owl,Light,Tropical,Mediterranean,Sweet
18,Early Bird,Heavy,Cold,,Sweet
38,Night Owl,Light,Dry,Mediterranean,Sweet
44,Early Bird,Heavy,Cold,Mixed,Salty
,,Heavy,Temperate,Asian,Sour
,Night Owl,Moderate,Cold,Mediterranean,Sweet
61,Early Bird,Light,Temperate,Mediterranean,Sour
53,Early Bird,Light,Tropical,Mediterranean,Sweet
45,Irregular,Moderate,Dry,Mixed,Salty
62,Early Bird,Light,Dry,Asian,Sweet
34,Night Owl,Moderate,Cold,Asian,Sweet
57,Night Owl,,Temperate,Asian,Sweet
69,Early Bird,Heavy,Tropical,Mixed,Sour
20,,Moderate,Temperate,Mediterranean,Sour
29,Night Owl,Heavy,Cold,Asian,Sweet
56,Night Owl,Heavy,Temperate,Mediterranean,Sour
29,Irregular,Light,Tropical,Mixed,Sweet
19,Early Bird,Moderate,Cold,Asian,Sweet
63,Night Owl,Heavy,,Mixed,Sweet
39,Early Bird,Heavy,Cold,Asian,Sour
40,,,Dry,,Sour
47,Early Bird,Light,Temperate,Mediterranean,Sour
22,Early Bird,Heavy,Tropical,Mixed,Sweet
26,Night Owl,Light,Tropical,Asian,Spicy
38,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Tropical,Mixed,Spicy
22,Irregular,Moderate,Tropical,Mediterranean,Sweet
52,Early Bird,Light,Tropical,Mixed,Sweet
44,Irregular,Light,Dry,Asian,Sweet
66,Early Bird,Heavy,Tropical,Mixed,Sour
19,Night Owl,Light,Dry,Mediterranean,Sweet
41,Night Owl,Heavy,Temperate,Mediterranean,Sour
48,Irregular,,Dry,Mediterranean,Salty
50,Early Bird,Moderate,Tropical,Mediterranean,Sour
56,Early Bird,Heavy,Tropical,,Sour
47,Irregular,Light,Tropical,Mediterranean,Sweet
63,Early Bird,Moderate,Dry,Mediterranean,Salty
54,Early Bird,,Cold,Asian,Sour
68,Early Bird,Moderate,,,Salty
45,Night Owl,,Temperate,Mediterranean,Sour
48,,Moderate,Temperate,Mixed,Sour
28,Night Owl,Moderate,Temperate,Mixed,Sweet
40,Early Bird,Moderate,Tropical,Asian,Sweet
19,Night Owl,Moderate,Cold,Mixed,Sweet
57,Early Bird,Heavy,Cold,Mixed,Salty
58,Early Bird,Heavy,Temperate,Mediterranean,Salty
44,Irregular,Light,Cold,Mediterranean,Sour
52,,Moderate,Temperate,Mixed,Salty
19,Night Owl,Heavy,Tropical,Mediterranean,Sweet
56,Night Owl,Light,Cold,Asian,Sweet
54,Early Bird,,Tropical,Mixed,Sweet
38,Night Owl,Moderate,Tropical,Mixed,Sweet
22,Early Bird,Light,Cold,Asian,Sweet
69,Irregular,Heavy,Dry,Asian,Sour
62,Early Bird,Light,Temperate,Asian,Sweet
38,Early Bird,,,Asian,Sweet
,Irregular,Heavy,Tropical,Mixed,Sour
37,Night Owl,Light,Temperate,Mediterranean,Sweet
55,Irregular,Light,Tropical,Mediterranean,Sweet
37,Irregular,Light,Temperate,Mediterranean,Sour
67,Early Bird,Light,Cold,Mediterranean,Sour
42,Early Bird,Moderate,Tropical,Asian,Sweet
19,Irregular,Moderate,,Mediterranean,Sour
49,Night Owl,Heavy,Temperate,Mediterranean,Sour
43,Irregular,Light,Cold,Mixed,Sour
23,Night Owl,Heavy,Temperate,Mixed,Sweet
,Irregular,Moderate,Temperate,,Salty
20,Irregular,Light,,Asian,Spicy
50,Night Owl,Light,Cold,Mediterranean,Sweet
18,Irregular,Moderate,Cold,Asian,Sweet
68,Early Bird,Light,,Mixed,Sweet
22,Irregular,Light,Dry,Asian,Sweet
30,Early Bird,Moderate,Tropical,Mediterranean,Sweet
36,Night Owl,Heavy,Tropical,Mixed,Sweet
29,Night Owl,Heavy,Dry,,Sweet
65,Early Bird,Light,Temperate,Mediterranean,Sour
42,Irregular,Moderate,Cold,Asian,Sour
68,Early Bird,Heavy,Cold,Mediterranean,Salty
52,Early Bird,,Dry,Mediterranean,Salty
,Night Owl,Light,Cold,Mixed,Sweet
47,Early Bird,Heavy,Dry,Asian,Sour
22,Irregular,Moderate,Temperate,,Sweet
51,Early Bird,Heavy,Dry,Mixed,Salty
39,Night Owl,Moderate,Cold,Mixed,Sour
56,Irregular,Moderate,Cold,,Sour
,Night Owl,Light,Dry,Mixed,Sweet
64,Early Bird,Heavy,Cold,Asian,Sour
20,Early Bird,Light,Dry,Mixed,Sweet
37,Night Owl,Heavy,Cold,Asian,Sweet
48,,,Tropical,Asian,Spicy
22,Irregular,,Temperate,Mixed,Sweet
41,Night Owl,Light,Cold,Mediterranean,Sweet
57,Night Owl,Heavy,Cold,Mediterranean,Sour
50,Early Bird,Light,Cold,Mixed,Sour
25,Early Bird,Moderate,Dry,,Sweet
41,Night Owl,Heavy,Cold,Mixed,Sour
67,Night Owl,Moderate,Dry,Mediterranean,Sour
37,Early Bird,Light,Cold,Asian,Sweet
33,Irregular,,Tropical,Asian,Sweet
67,Irregular,Moderate,Tropical,Asian,Sweet
69,Irregular,Light,Temperate,Mediterranean,Sour
29,Irregular,Heavy,Dry,Mediterranean,Sour
,,Moderate,Temperate,Asian,Sweet
62,Night Owl,Heavy,Cold,,Sweet
59,Irregular,Heavy,Cold,Mediterranean,Salty
,,Heavy,Tropical,Mediterranean,Sour
42,Night Owl,Light,Temperate,Asian,Sweet
63,Irregular,Light,Cold,Mixed,Sour
49,Night Owl,Moderate,Cold,Mixed,Sour
41,Irregular,Moderate,Dry,Mixed,Salty
65,Night Owl,Heavy,Cold,Mediterranean,Sour
,Irregular,Light,Temperate,Mixed,Sour
61,Irregular,Light,Tropical,Mixed,Sweet
26,Night Owl,Light,Tropical,,Spicy
57,Night Owl,Moderate,Cold,Mixed,Sour
67,Night Owl,Light,Cold,Asian,Sweet
40,Early Bird,Heavy,Cold,Mediterranean,Salty
67,Early Bird,Heavy,Dry,Asian,Sour
30,Night Owl,Heavy,Cold,Mixed,Sweet
49,Early Bird,Light,Cold,,Sweet
67,Irregular,Heavy,,Mediterranean,Salty
32,Night Owl,Heavy,Temperate,Mixed,Sour
53,Early Bird,,Dry,Mediterranean,Salty
66,Night Owl,,Tropical,Mixed,Sweet
22,Irregular,Light,Dry,Mediterranean,Sweet
39,Irregular,Light,Dry,Mediterranean,Sour
33,Early Bird,Light,Temperate,Asian,Sweet
58,Irregular,Light,Temperate,Mediterranean,Sour
27,Night Owl,Light,Cold,Mediterranean,Sweet
41,Early Bird,Moderate,Dry,,Sour
35,Night Owl,Moderate,Temperate,Mixed,Sour
,Night Owl,Moderate,Tropical,Mixed,Sweet
35,Night Owl,Heavy,Cold,Mediterranean,Sour
24,Irregular,Heavy,Dry,Asian,Sweet
21,Night Owl,Moderate,,Mixed,Sweet
43,Irregular,Moderate,Temperate,Asian,Sour
22,Night Owl,Light,Cold,Mediterranean,Sweet
33,Irregular,Moderate,Tropical,,Sweet
52,Irregular,Light,Dry,Mediterranean,Sour
43,Irregular,Moderate,Tropical,Mixed,Sour
35,Night Owl,Light,Cold,Mixed,Sweet
46,Night Owl,Moderate,Dry,Mixed,Sour
,Irregular,Light,Dry,Mixed,Sour
31,Night Owl,Heavy,Tropical,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
66,Night Owl,Light,Dry,Asian,Sweet
50,Irregular,Light,Cold,Mediterranean,Sour
42,,Heavy,Temperate,Mixed,Salty
38,Early Bird,Moderate,Tropical,,Sour
34,Night Owl,Light,Cold,Mixed,Sweet
40,Night Owl,Moderate,Temperate,Asian,Sweet
60,Early Bird,Heavy,Temperate,Asian,Sour
,,Heavy,,Mixed,Salty
31,Irregular,Light,Cold,Mediterranean,Sour
46,Early Bird,Moderate,Tropical,Asian,Sweet
37,Early Bird,Heavy,Tropical,Mixed,Sour
47,Irregular,Moderate,Dry,Mixed,Salty
,Night Owl,Heavy,Tropical,Mixed,Sweet
56,Early Bird,Light,Cold,Mediterranean,Sour
30,Early Bird,Moderate,Dry,Mixed,Sour
35,Early Bird,Moderate,Temperate,Asian,Sour
,Early Bird,Light,,Mediterranean,Sour
63,Early Bird,Light,Cold,Mediterranean,Sour
50,Early Bird,Light,Dry,,Sour
56,Irregular,Light,Dry,Asian,Sweet
57,Irregular,Heavy,Tropical,Asian,Sweet
35,Early Bird,Moderate,Temperate,Mixed,Salty
26,Irregular,Heavy,Temperate,Mixed,Sour
50,Night Owl,Light,Tropical,Asian,Spicy
49,,Heavy,,Mediterranean,Sour
34,Early Bird,Heavy,Tropical,Mediterranean,Sour
36,Night Owl,Moderate,Temperate,Mixed,Sour
44,Night Owl,Moderate,Temperate,Mixed,Sour
23,Irregular,,Temperate,Asian,Sweet
52,Irregular,Light,Tropical,Asian,Sweet
54,Irregular,Light,Temperate,,Sweet
51,Irregular,Moderate,Temperate,Asian,Sour
37,Night Owl,Heavy,,Mixed,Sour
,Early Bird,Moderate,Temperate,Mixed,Salty
21,Irregular,Light,Cold,Asian,Sweet
27,Night Owl,Heavy,Temperate,Mixed,Sweet
27,Irregular,Light,Temperate,Mixed,Sweet
41,Night Owl,Moderate,Dry,Asian,Sweet
38,Irregular,Moderate,,Mediterranean,Salty
28,Early Bird,Heavy,Tropical,Mediterranean,Sweet
44,Irregular,Moderate,Tropical,Asian,Sweet
33,Early Bird,Light,Cold,Mediterranean,Sour
43,Irregular,Light,Dry,Mixed,Sour
47,Irregular,Light,Tropical,Mediterranean,Sweet
66,Irregular,Heavy,Tropical,Asian,Sweet
33,Night Owl,Light,Tropical,Asian,Spicy
24,Night Owl,Moderate,,Mediterranean,Sweet
33,Early Bird,Heavy,Dry,Mediterranean,Salty
52,Early Bird,Light,Cold,Mixed,Sour
33,Night Owl,Light,Dry,Mediterranean,Sweet
57,,Moderate,Dry,Mediterranean,Salty
29,Early Bird,Moderate,Dry,Mediterranean,Sour
52,Night Owl,Heavy,Cold,Mixed,Sour
66,Night Owl,Light,Temperate,Mediterranean,Sweet
38,Night Owl,Light,Temperate,Mixed,Sweet
67,Night Owl,Moderate,Tropical,Mixed,Sweet
60,Irregular,Heavy,Temperate,,Sour
53,Night Owl,,Temperate,Asian,Sweet
65,Early Bird,Moderate,Cold,Mixed,Salty
,Irregular,Heavy,Cold,Mixed,Salty
49,Irregular,Light,Temperate,Mixed,Sour
58,Early Bird,Light,Temperate,Asian,Sweet
23,Irregular,Light,Temperate,,Sweet
41,Early Bird,Heavy,Tropical,Asian,Sweet
44,Irregular,Heavy,Cold,Asian,Sour
37,Irregular,Heavy,Temperate,Mixed,Salty
42,Early Bird,Heavy,Dry,Mixed,Salty
19,Early Bird,Heavy,Temperate,Mixed,Sour
,Early Bird,Moderate,Dry,Asian,Sweet
45,Early Bird,Light,Tropical,Mediterranean,Sweet
55,Night Owl,Heavy,Dry,,Sour
,Night Owl,Light,Cold,Mediterranean,Sweet
37,Early Bird,Heavy,Tropical,,Sour
,Night Owl,Light,Tropical,,Spicy
56,Early Bird,Moderate,,Mediterranean,Salty
50,Early Bird,Light,Tropical,Mediterranean,Sweet
18,Irregular,Light,Tropical,Asian,Spicy
54,Early Bird,Heavy,Dry,Asian,Sour
23,Early Bird,Light,Temperate,Asian,Sweet
62,Early Bird,Moderate,Cold,Mediterranean,Salty
51,Early Bird,Moderate,Temperate,Asian,Sour
64,Irregular,Moderate,Cold,Mixed,Salty
32,Early Bird,Heavy,Dry,Mediterranean,Salty
,Irregular,Heavy,Tropical,,Sour
43,Early Bird,Heavy,Tropical,Mediterranean,Sour
31,Irregular,Heavy,Temperate,Mediterranean,Salty
24,Night Owl,Heavy,Temperate,Mediterranean,Sweet
63,Irregular,,Temperate,Mediterranean,Salty
48,Irregular,Light,Tropical,Mixed,Sweet
41,Early Bird,Moderate,Tropical,Mediterranean,Sour
48,Irregular,Heavy,Dry,Mediterranean,Salty
46,Irregular,Moderate,Cold,Asian,Sour
59,Early Bird,Light,,Mediterranean,Sour
49,Night Owl,Heavy,Tropical,Mediterranean,Sweet
34,Night Owl,Moderate,Cold,Mediterranean,Sour
31,Night Owl,Moderate,Temperate,Mediterranean,Sour
57,Irregular,Light,Temperate,Mediterranean,Sour
53,Early Bird,Heavy,Cold,Mediterranean,Salty
65,Night Owl,Heavy,Cold,Mixed,Sour
41,Night Owl,Light,Cold,Mixed,Sweet
,Night Owl,Light,Tropical,Mediterranean,Sweet
44,Night Owl,Light,Dry,Mixed,Sweet
42,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Temperate,Asian,Sweet
69,Irregular,Heavy,Cold,Mediterranean,Salty
35,Irregular,Moderate,Tropical,Mediterranean,Sour
63,Early Bird,Moderate,Cold,,Salty
35,,Moderate,Tropical,Asian,Sweet
54,Night Owl,Heavy,Dry,Mediterranean,Sour
,Irregular,Heavy,Temperate,Asian,Sour
26,Early Bird,Heavy,Temperate,Mixed,Sour
52,Irregular,,Tropical,Mediterranean,Sour
25,Early Bird,Light,Dry,Mediterranean,Sweet
37,,Light,Dry,Mediterranean,Sour
59,Early Bird,Light,Temperate,Asian,Sweet
39,Irregular,Light,Temperate,Mixed,Sour
36,Early Bird,Light,Cold,Asian,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
45,Irregular,Moderate,Temperate,Mediterranean,Salty
52,Night Owl,Light,Dry,Mixed,Sweet
,Irregular,Light,Dry,Mixed,Sour
,Irregular,Light,Temperate,Mediterranean,Sweet
48,Night Owl,Heavy,Dry,Mixed,Sour
66,Night Owl,Light,Tropical,Mediterranean,Sweet
65,Night Owl,Moderate,Dry,Mediterranean,Sour
56,Early Bird,Heavy,Dry,Mixed,Salty
53,Early Bird,Heavy,Temperate,Mixed,Salty
47,Night Owl,Heavy,Tropical,Mixed,Sweet
40,Early Bird,Light,Tropical,Mixed,Sweet
36,Night Owl,,Cold,Asian,Sweet
29,Early Bird,Light,Tropical,Mediterranean,Sweet
32,,Light,Cold,Mediterranean,Sour
48,Early Bird,Moderate,Temperate,,Salty
60,Early Bird,Heavy,Dry,Mediterranean,Salty
54,Irregular,Light,Tropical,Asian,Sweet
54,Night Owl,,Cold,Mixed,Sour
32,Early Bird,,Tropical,Mixed,Sour
46,Early Bird,Heavy,Temperate,Mixed,Salty
67,Irregular,,Cold,Mediterranean,Salty
60,,Light,Cold,,Sweet
43,Irregular,Heavy,Cold,Asian,Sour
61,Irregular,Light,Temperate,Mixed,Sour
19,Night Owl,Moderate,Cold,Mediterranean,Sweet
37,Early Bird,Heavy,Dry,Mixed,Salty
32,Early Bird,Moderate,Temperate,Mediterranean,Salty
,Early Bird,Light,Dry,Mixed,Sour
21,Early Bird,Light,Dry,Mixed,Sweet
39,Night Owl,Light,Temperate,Asian,Sweet
67,Early Bird,Heavy,Tropical,Mediterranean,Sour
55,Night Owl,Heavy,Dry,Asian,Sweet
40,,Moderate,Temperate,Asian,Sweet
43,Irregular,Light,Dry,Mixed,Sour
68,Irregular,Moderate,Cold,Mediterranean,Salty
28,Early Bird,Light,Dry,Mediterranean,Sweet
,Night Owl,,Dry,Mixed,Sweet
,Irregular,Moderate,Dry,Mixed,Sour
25,Night Owl,Light,Cold,Mixed,Sweet
46,Irregular,Moderate,Dry,,Salty
28,Night Owl,Heavy,Temperate,,Sweet
54,Early Bird,Moderate,Dry,Mixed,Salty
35,Early Bird,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Dry,Mixed,Sweet
,,Moderate,,Mixed,Salty
27,Irregular,Heavy,,Mediterranean,Sour
52,Early Bird,,Tropical,Mixed,Sour
,Early Bird,Heavy,Tropical,Mediterranean,Sweet
52,Early Bird,Heavy,Cold,,Sour
